Usuario;Coorporativa;soyvaldiviacl;latercera;elmostrador
taniasi21;0;1;0;0
babilul;0.247619;0.278571;0.204762;0.269048
enrique220;0;1;0;0
VP_Arriagada;0.278316;0.294388;0.197194;0.230102
samantha_moemoe;0.282062;0.257305;0.163961;0.296672
elsebasoy1;0.229592;0.287415;0.252551;0.230442
lucasbeltran6;0.23852;0.284439;0.23852;0.23852
PauletteAcost10;0.201786;0.2875;0.232143;0.278571
asmi_hayat;0;0;0;1
GordonMercedes9;0;1;0;0
OcandoRosa;0;0;1;0
rober_toka;0;0;0;1
gonzalovaschile;0.246173;0.294388;0.235204;0.224235
RitaLLacerda;0.205357;0.241071;0.276786;0.276786
PedroStoiber;0.239796;0.239796;0.239796;0.280612
MariaEche6;0.26511;0.289835;0.197802;0.247253
Gabriel47123138;0.237605;0.287185;0.237605;0.237605
JorgeLarumbe;0;0;1;0
Richard91203295;0;0.67619;0;0.32381
IglesiaValdivia;0.231186;0.286352;0.251276;0.231186
enedenada__;0.277778;0.222222;0.222222;0.277778
DjeghoAlfonso;0.234375;0.285714;0.25;0.229911
catarw;0.285714;0.267857;0.232143;0.214286
ElTaboNoticias;0.254464;0.290179;0.183036;0.272321
ClauLlaguel;0.233516;0.299451;0.233516;0.233516
tec_oh;0.220865;0.270677;0.220865;0.287594
AmintaVeas;0.261696;0.291562;0.201963;0.244779
portalrrhh;0.232143;0.267857;0.232143;0.267857
dhmazuela;0;1;0;0
AYSEN_INFORMA;0.220833;0.289286;0.232738;0.257143
Pachorrator;0.231696;0.284821;0.248214;0.235268
Donnaantoniadis;0.279974;0.295281;0.186224;0.23852
christianpino;0.230159;0.289683;0.22619;0.253968
raulreyesp;1;0;0;0
ruzmariano1;0.288715;0.269808;0.218187;0.223289
cberoisa;0.234375;0.285714;0.25;0.229911
aros9768;0.21645;0.296176;0.245671;0.241703
Carebkri;0;0;0;1
Daniela33385805;0;1;0;0
dureale;0.22449;0.290816;0.22449;0.260204
Andyta852;0.249008;0.285218;0.232887;0.232887
WEON_ODIOSO;0;1;0;0
RizitoSpain;0.202468;0.254727;0.288078;0.254727
RN_Transparente;0.235204;0.294388;0.224235;0.246173
Taby_Miranda;0.220918;0.27551;0.220918;0.282653
Girealaderecha;0.267857;0.285714;0.178571;0.267857
fevochi_oficial;1;0;0;0
xletmelivee;0;0.41;0;0.59
marvm90;1;0;0;0
Ukito428;0;0.54;0;0.46
MatiSolange;0.271978;0.282967;0.222527;0.222527
Tomas85737134;0.252551;0.311225;0.183673;0.252551
RoseLee07530702;0.235819;0.288078;0.240284;0.235819
Kuffandlinks;0.172619;0.252976;0.287202;0.287202
Juan50205020;1;0;0;0
cretierprop;0.27551;0.26148;0.210459;0.252551
RaqwaniCompany;0;1;0;0
a_quiroz;0.247253;0.247253;0.271978;0.233516
sebastianliera;0.271978;0.247253;0.240385;0.240385
IgorGrgurevicOf;0.268141;0.237528;0.294785;0.199546
AmpueroMatias;0.285714;0.25;0.232143;0.232143
VoceriaXII;0.202468;0.288078;0.254727;0.254727
RaulSitnisky;0;1;0;0
rival_alicia;0.264286;0.207143;0.264286;0.264286
albertotarolaja;0.244048;0.291667;0.184524;0.279762
Marciaojeda20;0.23474;0.292532;0.23474;0.237987
Oscar_Menares;0.25;0.25;0.25;0.25
fmunozv;0.283613;0.270658;0.22584;0.219888
cjaramillomontt;0.241071;0.232143;0.285714;0.241071
victor_parada;0.220982;0.261161;0.236607;0.28125
tordyluis;0.240909;0.218831;0.27013;0.27013
laurarox1960;0.201786;0.275;0.275;0.248214
robsteban;0;0;0.366667;0.633333
AuroraArayaM;0.257143;0.228571;0.257143;0.257143
TonyCor54121246;0.236813;0.279121;0.22967;0.254396
crojaso360;0.262245;0.283673;0.22449;0.229592
Lorena31195298;0.252976;0.289286;0.178571;0.279167
HociconCurico;0.273634;0.273634;0.160189;0.292542
RVeraTudela;0.223214;0.227679;0.290179;0.258929
carlosbaier;0.238095;0.279762;0.241071;0.241071
FrancoChile14;1;0;0;0
AnitaAlcalaG;0.25;0.25;0.25;0.25
GasparEstrada5;0.241071;0.290179;0.227679;0.241071
DaaniiRocoM;0.233343;0.296725;0.233343;0.23659
pguerreromol;0.239286;0.264286;0.232143;0.264286
RicardoOmarLab9;0.235268;0.288393;0.228125;0.248214
kristelanali;0.241497;0.241497;0.235544;0.281463
headNes_;0;1;0;0
deletethis_95;0.276786;0.290179;0.196429;0.236607
CristobalOjedaV;0;0.67619;0;0.32381
chtapia;0.241071;0.276786;0.241071;0.241071
Consorcio_CL;0.263655;0.283613;0.169118;0.283613
fernanda060516;0;1;0;0
ArmandoUseche3;0.294643;0.267857;0.160714;0.276786
goic_cata;0.25;0.278571;0.207143;0.264286
Bilalisgoren;0.278571;0.263095;0.195238;0.263095
Mayito_Arriaza;0.238796;0.283613;0.238796;0.238796
Benja06525713;0;0.366667;0;0.633333
Gerardo04403076;0;0.64;0;0.36
iamkocochanel;0.25;0.261161;0.207589;0.28125
hhs_in;0.283613;0.30042;0.207983;0.207983
colocolopueblo;0.239796;0.280612;0.239796;0.239796
filatelia1967;0.25;0.25;0.25;0.25
FederacionAnglo;0;1;0;0
yenirethprato;0.18424;0.294785;0.252834;0.268141
KiluaDiaz;0.241497;0.241497;0.235544;0.281463
rodriguez9518;0;1;0;0
Proserdisrepues;0.241497;0.241497;0.235544;0.281463
MaElisa_Morales;0.231186;0.286352;0.231186;0.251276
felip_90;0.313596;0.372807;0;0.313596
Gonzalo_ValdesH;0;1;0;0
macro_ecologist;0;0;0;1
RaimiRios;0.296053;0.407895;0;0.296053
elmonkiki;0.231456;0.280907;0.231456;0.256181
StefyCh31;0.22619;0.266156;0.213861;0.293793
CZapata02;0;1;0;0
Mariade91734185;0.236735;0.282653;0.236735;0.243878
Ema_pata;0.197802;0.289835;0.247253;0.26511
victortapiaG;0.204932;0.281463;0.216837;0.296769
ferbudrovich;0.215179;0.288393;0.228125;0.268304
fstollsteimer_;0.256002;0.288715;0.218187;0.237095
Jonatha67419585;0.241071;0.270089;0.198661;0.290179
raulmategalan;0.25;0.276786;0.232143;0.241071
miss_papafrita;0.242695;0.271916;0.242695;0.242695
kintruy;0.288393;0.268304;0.235268;0.208036
Tuti_EM;0.245798;0.289566;0.212885;0.251751
centro_fauna;0.196429;0.294643;0.232143;0.276786
Poetikestilo;0.217533;0.269481;0.217533;0.295455
NOTICIASCHILEN;0.212302;0.289683;0.222222;0.275794
NCentroDerecha;0.269808;0.288715;0.204382;0.237095
_cesar_gv;0.233766;0.298701;0.233766;0.233766
AndreaDiestraV;0;0.642857;0.357143;0
MarialyPernia;0;1;0;0
crystalsavanna9;0;0;1;0
marcialinquiman;0;1;0;0
valentnamella;0.267113;0.287202;0.232887;0.212798
JVPMiranda;0.225;0.285714;0.232143;0.257143
halilApayd_01;0;1;0;0
camilaaaaa_7;0.267347;0.294388;0.17449;0.263775
MallmaGabriela;0.233766;0.245671;0.274892;0.245671
claubustam;0.267113;0.287202;0.224702;0.220982
laretroradio;0.233766;0.274892;0.21645;0.274892
ChileViaje;0.214286;0.285714;0.241071;0.258929
daieta;0.209694;0.267347;0.228571;0.294388
lolazo8989;0.338346;0;0.338346;0.323308
boell_gender;0.38756;0.327751;0;0.284689
AlfonsoUrena;0.299286;0.277143;0.194286;0.229286
JuanxoSuazo;0.292857;0.264286;0.221429;0.221429
SoledadOnetto;0.227273;0.288961;0.241883;0.241883
Ncuevasz1;0.231696;0.284821;0.248214;0.235268
jlrivasv;0.237605;0.287185;0.237605;0.237605
bkn_jenny;0.333333;0;0.333333;0.333333
ProfeRomulo;0.227068;0.291165;0.234211;0.247556
lilitairot;0.266071;0.278571;0.210714;0.244643
desdeelmurete;0.273191;0.29731;0.21475;0.21475
HeVeHeRe;0;1;0;0
KerlyCeverino;0.25;0.25;0.223214;0.276786
CollaoLeslye;0.271617;0.287594;0.203947;0.236842
jaimereyesalano;0;0.41;0.59;0
DonaldTchileno;0;0;0;1
VICTOR22645019;0.192602;0.284439;0.23852;0.284439
2_arturito;0.215179;0.288393;0.228125;0.268304
carolr00;0.252976;0.267113;0.192708;0.287202
OITPuertoMontt;0.241964;0.294643;0.201786;0.261607
BickSibora;0.271916;0.242695;0.242695;0.242695
WhatYouWantNowU;0.372807;0;0.313596;0.313596
pmelinao;0.245918;0.283673;0.245918;0.22449
MauroSalazart;0.252941;0.260084;0.196218;0.290756
KanoMalatesta;1;0;0;0
RiffoMario;0.267857;0.22619;0.252976;0.252976
f_muebles;0.267857;0.232143;0.214286;0.285714
enriqueoscar;0.55;0.45;0;0
PHolistico;0.241497;0.296769;0.195578;0.266156
omgdiario;0.239796;0.280612;0.239796;0.239796
Chapitaiqq;0.261607;0.298214;0.182143;0.258036
AranozNaco;0;1;0;0
JudythLisbeth;0.233766;0.280844;0.251623;0.233766
dani_paz87;0.251553;0.293478;0.209627;0.245342
DeCiudades;0;0.633333;0.366667;0
Juvipabri;0.216912;0.288078;0.240284;0.254727
NET1Z3N;0;0;1;0
FranLarra6;0;0.375;0.3125;0.3125
veravargasjavie;0;1;0;0
Vivepatrimonio1;0.247253;0.280907;0.224588;0.247253
DeadDaisiesCL;0;0;0;1
bastianmorenom;0.290476;0.257143;0.204762;0.247619
PNGuadarrama;0.251275;0.294388;0.214031;0.240306
isabel_caroca;0.244898;0.290816;0.222789;0.241497
CanelaR20;0;0;0;1
Fredy34833494;0.236905;0.292262;0.22381;0.247024
huequequeque;0;0.36;0;0.64
CarvalloCarola;0.252941;0.287185;0.237605;0.222269
futbolm18813247;0.25;0.25;0.25;0.25
DeProfundisI;0.25;0.25;0.223214;0.276786
Dina_Historia;0.204545;0.233766;0.280844;0.280844
Jonas_guti;0.241071;0.276786;0.241071;0.241071
FormacionJdc;0;1;0;0
perlasalort;0;1;0;0
polafer2012;0.222527;0.282967;0.222527;0.271978
arodriguezgeo;0.185474;0.288715;0.256002;0.269808
Jacqueline2165;0.301786;0.255357;0.221429;0.221429
BioRepublicanos;0.247253;0.271978;0.219231;0.261538
unidoslevanta;0;0;0;1
Rasgreez;0.21875;0.261161;0.28125;0.238839
revistaFCJ;0.229592;0.287415;0.218537;0.264456
jun_the_phantom;1;0;0;0
thejamesvegas;0;0;0;1
BethArens7;0;0;0;1
Noeliamoreira22;0;1;0;0
canibalidoso;0;1;0;0
concha_zapata33;0.232143;0.284524;0.263095;0.220238
RescatealT;0.229592;0.27551;0.22449;0.270408
MazaCiclismo;0;0.633333;0;0.366667
humbertofanelli;0.242695;0.271916;0.242695;0.242695
nacholepa;0;0;1;0
toyinsco007;0.271022;0.296226;0.186933;0.245819
Alitop_;0.271978;0.280907;0.215659;0.231456
jota_jvp;0.227679;0.27551;0.201531;0.295281
AFROCHAMBERccab;0.209707;0.234432;0.27793;0.27793
oraulnunes;0;0;0;1
elMabri_;0.264286;0.264286;0.207143;0.264286
Sofia61397683;0.251276;0.22449;0.272959;0.251276
CristianSerraE;0.214286;0.290816;0.255102;0.239796
bets8484;0.267857;0.223214;0.232143;0.276786
jpmolinalvarez;0.35;0.65;0;0
ChileCambio2020;0.232732;0.299254;0.232732;0.235283
vinaterosBioBi;0.242857;0.285714;0.25;0.221429
9HelterSkelter9;0.248214;0.288393;0.268304;0.195089
carlinhogonzaga;0.282563;0.283613;0.206933;0.226891
LMDiplo_Chile;0.216837;0.280612;0.221939;0.280612
cooptauruscar;0.348684;0.355263;0;0.296053
RodrigoOlea;0.22619;0.285714;0.244048;0.244048
LuisQui88499529;0.237605;0.287185;0.237605;0.237605
SAntipatriarca;0.234432;0.27793;0.234432;0.253205
Kaxopass;0.209707;0.247253;0.259158;0.283883
till_janz;0.285218;0.249008;0.232887;0.232887
DanniSchiffer;0.2255;0.297447;0.231539;0.245514
lunagvio;0;0;0;1
farneyjanet99;0.235819;0.288078;0.235819;0.240284
ChaSquEada;0.230129;0.292696;0.201396;0.275779
panchitoaguilar;0.256002;0.288715;0.2509;0.204382
EspacioWave;1;0;0;0
grimaldiperiod;0.252976;0.279762;0.214286;0.252976
Andresss2021;0.25;0.25;0.227679;0.272321
arideep29;0.22619;0.294785;0.241497;0.237528
davidlobo2011;0;1;0;0
municorral;0.23852;0.279974;0.23852;0.242985
cmauriciomv;0;0;0;1
guidor82;0;1;0;0
Ukelodia1;0;1;0;0
dannaPastrana;0.286352;0.266263;0.181122;0.266263
Bebastile;0.242695;0.271916;0.242695;0.242695
JudeLouigene;0.198004;0.264706;0.244748;0.292542
gladys_pe;0.222527;0.282967;0.271978;0.222527
gabrielapazosn;0.222527;0.289835;0.222527;0.26511
Bastian_CeaG;0;0;0;1
lidy_jimenez;0.290179;0.25;0.229911;0.229911
chikitiloo;0.261905;0.214286;0.261905;0.261905
velezsosmivida_;0;0.633333;0;0.366667
PapiroEl;0;1;0;0
Luliyel;0;0;0;1
todalaculturacl;0.23852;0.279975;0.220026;0.26148
Mr_Pay_;0.301786;0.255357;0.221429;0.221429
Maurici21870991;0.220982;0.290179;0.25;0.238839
KarynPrado;0.207143;0.285714;0.242857;0.264286
MarxelaGX;0.246582;0.290841;0.232912;0.229665
jellsmoor;0.242985;0.295281;0.197066;0.264668
Claudia16498191;0.285714;0.232143;0.241071;0.241071
Chinaca8;0.248254;0.273968;0.182063;0.295714
martiino77;0.208163;0.283673;0.229592;0.278571
PRDPanama2024;0.267857;0.258929;0.214286;0.258929
IsraelNajib;0.261696;0.291562;0.23183;0.214912
maikelhurimilla;0.235204;0.294388;0.224235;0.246173
qaafi_qsa;0.258046;0.301217;0.151001;0.289737
alonsopanzon;0.268089;0.24397;0.219852;0.268089
pameladiazfirst;0.333333;0;0.333333;0.333333
papanatascarlos;0.280612;0.262755;0.17602;0.280612
nicoleconefinal;0.236905;0.292262;0.22381;0.247024
ciudadania_i;0.25;0.295918;0.229592;0.22449
Juliana48347977;0.271978;0.26511;0.222527;0.240385
joacopantoja;0.229592;0.206633;0.293367;0.270408
CarlosOttone2;0;1;0;0
SNOW_Chascona74;0.266071;0.210714;0.266071;0.257143
regina_pack95;0.227273;0.294643;0.217127;0.260958
KEKKAI_TRADER;0;1;0;0
TomasBernales3;0.234432;0.234432;0.259158;0.271978
rohotelera;0.28125;0.28125;0.1875;0.25
MarceAbedrapo;0.193182;0.280844;0.262987;0.262987
gisela_fischman;0.36;0.64;0;0
HuginSI;0.261905;0.291667;0.190476;0.255952
Insulza;0.280907;0.256181;0.222527;0.240385
Niurka_Davis;0.287185;0.237605;0.222269;0.252941
eryasunebloo;0;0;0;1
TTILosLagos;0.276786;0.28125;0.200893;0.241071
cfr__ramos;0;0;0;1
AmilcarMedinaT1;1;0;0;0
EliasAlarconMe2;0;0;1;0
mabusba;0.241497;0.296769;0.195578;0.266156
j_langenegger;0.666667;0.333333;0;0
CoolParte;0.223214;0.276786;0.223214;0.276786
Rodrigoburrgo;0.25;0.261905;0.22619;0.261905
mariochicohuer1;0.32381;0.67619;0;0
meduelelacara;0.245671;0.245671;0.274892;0.233766
Christi35752216;0;1;0;0
RedCreaCultura;0.227679;0.283036;0.244643;0.244643
Claudio32540854;0.221916;0.276461;0.209091;0.292532
rrmujica;0.27551;0.265306;0.229592;0.229592
SenoraVecina;0.247253;0.259158;0.209707;0.283883
otonista;0.286352;0.251276;0.211097;0.251276
taniamaturana1;0.232268;0.29995;0.214036;0.253746
mayojor;0.226891;0.290756;0.203361;0.278992
CineyTerritorio;0;0.633333;0.366667;0
70jakin;0.228571;0.275;0.267857;0.228571
VPuratic;0.234432;0.255189;0.275946;0.234432
aundurragav;0.241071;0.290179;0.227679;0.241071
Pedro_Becker_UC;0.251623;0.280844;0.233766;0.233766
MarionoTandi;0;0;1;0
Nhalito;0;0.633333;0.366667;0
Mohamma70493318;0;0;0;1
poli_mendez;0.227273;0.288961;0.241883;0.241883
jiromemo;0.256803;0.296769;0.164966;0.281463
SeremieconomiaX;0.235819;0.288078;0.235819;0.240284
colectivasalud;0.263636;0.292532;0.180195;0.263636
FranciscoEtear;0.267857;0.232143;0.25;0.25
italiano_ferri;0.22619;0.279762;0.252976;0.241071
Morbosopuertom1;0;0.328947;0.289474;0.381579
DiegoCamposF;0.21645;0.262987;0.274892;0.245671
barbaraloayza;0.237987;0.292532;0.23474;0.23474
pulpotuerto;0.214286;0.285714;0.285714;0.214286
elchampa1;0.282653;0.259694;0.236735;0.220918
G1rlD3m0n;0.217081;0.293478;0.21677;0.272671
juanarayamardon;0.239796;0.280612;0.221939;0.257653
sanpedroindust;0.247253;0.280907;0.215659;0.256181
cruceelranco;0;0.54;0;0.46
ernesto_oda;0.215659;0.253205;0.27793;0.253205
taxusrock;0.257143;0.225;0.242857;0.275
Rafael74617633;0.248214;0.248214;0.228571;0.275
rotarypucon_;0;0;0;1
ComercialTorre2;0.242857;0.285714;0.264286;0.207143
HernandezChFer;0.405263;0;0.331579;0.263158
Coyuyi;0;1;0;0
milenaeldan;0.25;0.25;0.25;0.25
javierveri;0.282653;0.243878;0.213775;0.259694
occupypodemos;0.18699;0.251276;0.294388;0.267347
MEUChile;0.228571;0.275;0.248214;0.248214
LuisMor00959926;0.222527;0.282967;0.222527;0.271978
KuwaMkenya;1;0;0;0
SoyDeArica;0.204082;0.280612;0.290816;0.22449
an_trond;0.28125;0.273065;0.204613;0.241071
ospoerer;0;0.366667;0.633333;0
visiontvcanal2;0.227068;0.287594;0.224436;0.260902
LizSouth_Fans;0.280844;0.233766;0.204545;0.280844
martinvzla;0.252941;0.287185;0.222269;0.237605
Franois08973804;0.278571;0.242857;0.214286;0.264286
jaimelobos_c;0.204581;0.274457;0.293478;0.227484
Tamaraoyarce_v;0;0;1;0
CuchitaAmigo;0.291562;0.278613;0.214912;0.214912
radiorealestat;0.188776;0.244898;0.27551;0.290816
infoenbreves;0.292542;0.264706;0.215861;0.226891
Arletits;0.282653;0.290816;0.213265;0.213265
chinita_azulita;1;0;0;0
Sinderesis_Econ;0.204762;0.263095;0.284524;0.247619
villegasa69;0;1;0;0
edy_monti;0.205357;0.258929;0.267857;0.267857
alisonbelen1231;0.23852;0.26148;0.215561;0.284439
rotasinplata;0.293254;0.265079;0.220833;0.220833
pariasgallardo;0.287594;0.262688;0.212876;0.236842
ELTIEMPOCHV;0.23474;0.292532;0.23474;0.237987
CarmenG63460887;0.236842;0.299499;0.176065;0.287594
periodism_usach;0.22619;0.293793;0.213861;0.266156
EmaDiazA;0;1;0;0
marleycito;0.287594;0.260902;0.227068;0.224436
Nrpin1;0.238796;0.287582;0.234827;0.238796
Sic_Sonic;0.272959;0.294643;0.216199;0.216199
GonzalezSanteli;0.241176;0.283613;0.229412;0.245798
riskynorris;0.221939;0.257653;0.239796;0.280612
DeSviatoslav;0.20098;0.270658;0.289566;0.238796
Pili_Barria;0;0;0;1
Alfonso27960446;0.264456;0.287415;0.183673;0.264456
esnacer;0.195578;0.287415;0.252551;0.264456
LautaroNanco;0.252976;0.287202;0.226935;0.232887
AvaQeenn;1;0;0;0
Stevewal63;0.333333;0;0.333333;0.333333
MarceSaralegui;0.223214;0.285714;0.276786;0.214286
WEBOFUNK;0;1;0;0
DiputadoBerger;0;1;0;0
andyparraga;0.248052;0.233766;0.27013;0.248052
nacartesg;0.260902;0.230639;0.217293;0.291165
jeanlosrios;0.27551;0.252551;0.196429;0.27551
CryptoMegaShark;0;0.285714;0.357143;0.357143
lamaldadexiste;0;0;0;1
aritur215;0.275102;0.25449;0.174694;0.295714
Tani_Jonas;0;1;0;0
karencitapppp;0.206933;0.264706;0.244748;0.283613
DelicRemza;0.23183;0.287594;0.243734;0.236842
paolika19;0;1;0;0
caeneefe;0.226786;0.257143;0.226786;0.289286
marceloone24;1;0;0;0
Pabloevera;0.21875;0.287202;0.226935;0.267113
AdmTuPyme;0.222403;0.251623;0.262987;0.262987
piorototype;0.237605;0.287185;0.237605;0.237605
dramilla;0.234432;0.255189;0.275946;0.234432
RDwBw58U9;0.291562;0.278613;0.214912;0.214912
maur_dead;0.264456;0.27551;0.218537;0.241497
RNahuel_XXI;0.222269;0.287185;0.237605;0.252941
wentelikan;0.25;0.258929;0.214286;0.276786
LorenaVMartine1;0.272959;0.246173;0.251276;0.229592
Katoryuuuuuu;0;1;0;0
Nayade_canamero;0.241071;0.290179;0.227679;0.241071
xamsasac;0.232887;0.267113;0.287202;0.212798
raymundostereo;0;1;0;0
Vitoco05256627;0.208036;0.255357;0.248214;0.288393
FortesMonserrat;0;1;0;0
Sr_interesting;0;0;0;1
cardenasmakac;0.35;0.65;0;0
SelkNam_Oficial;0.26148;0.284439;0.284439;0.169643
nurzua1;0.228896;0.295455;0.206169;0.26948
Royars4;0;1;0;0
felipeefdez;0.228896;0.295455;0.206169;0.26948
marcelosoto88;0.237987;0.292532;0.23474;0.23474
Vmendez93;0;0.46;0.54;0
MariaElianaMuo4;0.288715;0.237095;0.237095;0.237095
CAC0__;0.229592;0.270408;0.22449;0.27551
kbagenteWOM;0;0.45;0.55;0
AlwaysBeTribute;0;1;0;0
Lolosaurio4;0.207143;0.242857;0.285714;0.264286
E1Put0M0no;0.241497;0.218537;0.260487;0.279478
11e4a88be1624c7;0.223214;0.227679;0.290179;0.258929
anadussaubat;0.23852;0.284439;0.23852;0.23852
Gatiperro;0.203571;0.292857;0.228571;0.275
HammurabiEditor;0;1;0;0
pamela1983_pmo;0;1;0;0
caroxsnow;0.215561;0.284439;0.23852;0.26148
HectorPachecor;0.241497;0.281463;0.241497;0.235544
rosariosc1;0;1;0;0
nacido1913;0.233929;0.29375;0.210714;0.261607
CMMUChile;0.232143;0.232143;0.267857;0.267857
bentranirelojes;0.276786;0.28125;0.220982;0.220982
Leppard_vk;0.254396;0.279121;0.22967;0.236813
PabloVelozo2;0;1;0;0
beolorges;0.209707;0.234432;0.27793;0.27793
capintcl;0.192857;0.278571;0.285714;0.242857
ontopofthehill_;0.205357;0.252976;0.267857;0.273809
delgadoruizrom1;0.247449;0.27551;0.247449;0.229592
jhuanquil;0.238095;0.285714;0.238095;0.238095
cristian3035;0.266071;0.233929;0.242857;0.257143
Shi_Wu_Tou;0.241071;0.290179;0.241071;0.227679
jorgenazar;0.237095;0.237095;0.237095;0.288716
amibanezr;0;0;1;0
MurgaCornejo;0;0;0;1
conquesuenas;0.328947;0.407895;0;0.263158
GabrielStoryg;0.234432;0.271978;0.259158;0.234432
BenJa_ZX;0.241497;0.281463;0.218537;0.258503
ElMegafonoRTVE;0.229592;0.282653;0.243878;0.243878
NAOMI29523966;0.22619;0.289683;0.212302;0.271825
NovagymC;0.25;0.276786;0.25;0.223214
NicolVO;0.222269;0.287185;0.237605;0.252941
gulersita;0;1;0;0
veroaastudillo;0;1;0;0
muncar_cl;0.206731;0.280907;0.256181;0.256181
favoresvaldivia;0.236905;0.289286;0.236905;0.236905
PrevencionISL;0;0.633333;0;0.366667
J_Videla;0.231456;0.240385;0.256181;0.271978
rogelcaos;1;0;0;0
PeruchoMiguel;0.216667;0.235714;0.269048;0.278571
LGarcia1984;0.217293;0.27782;0.217293;0.287594
chrisamarelo;0;1;0;0
lmbtwit;1;0;0;0
jerrycortez0;0.6;0.4;0;0
LitakerIns;0.4;0.6;0;0
tiger_last;0;0;0;1
sinrepresas;0.275;0.257143;0.210714;0.257143
Nuestro_Futbol;0.220238;0.297619;0.223214;0.258929
LoMejorMejor_;0;0;0.46;0.54
AylaKenaya;0.22967;0.279121;0.236813;0.254396
Joey__JETS;0;0;0;1
mercede_luisa;0.248214;0.288393;0.215179;0.248214
calmendra;0.234432;0.27793;0.234432;0.253205
Linda21224909;0.196429;0.252551;0.27551;0.27551
MiPortafoliocl;0;1;0;0
cen241181;0.22967;0.279121;0.236813;0.254396
GilbertWalderon;0.211936;0.292058;0.233318;0.262688
yoyipretamales;0;0;0;1
Doxyaxone;0.253205;0.259158;0.209707;0.27793
WendyMi10316128;0.241071;0.223214;0.267857;0.267857
taanid;0.259158;0.27793;0.209707;0.253205
Artealma_maipu;0;1;0;0
TrastiendaV;0.241497;0.27551;0.22449;0.258503
punkypunky19;0.231696;0.268304;0.215179;0.284821
TrabajoenelSur;0.257703;0.289566;0.251751;0.20098
Tuitero_Rabioso;0.275;0.228571;0.221429;0.275
Suplemento8;0.22619;0.285714;0.22619;0.261905
eldelfinego;0.241071;0.290179;0.196429;0.272321
anabuzzog;0.244048;0.285714;0.22619;0.244048
Curva_d_America;0.242857;0.25;0.221429;0.285714
jandritau;0.229592;0.283673;0.22449;0.262245
RominaArratia2;0.280612;0.239796;0.19898;0.280612
vcrespop;0.249008;0.285218;0.232887;0.232887
fffessotto;0.254396;0.212088;0.254396;0.279121
gallardoingridv;0.220238;0.297619;0.223214;0.258929
yonotengoSQM;0.264286;0.207143;0.264286;0.264286
periodicovultur;0.267857;0.241071;0.267857;0.223214
LaRedHabla;0.299286;0.277143;0.194286;0.229286
paris_constanza;0;0;0;1
merobolosdiscos;0.291562;0.278613;0.214912;0.214912
fundhea;0.284439;0.26148;0.201531;0.252551
mfuentes_p;0;0;0;1
maga_ly_ch;0.266156;0.290816;0.22619;0.216837
maybe0820;0;0.289474;0.355263;0.355263
produmax_cl;0;0;0;1
victor22081404;0.266071;0.2875;0.223214;0.223214
Javiera89479439;0.231696;0.268304;0.215179;0.284821
Atomego;0.229464;0.29375;0.226786;0.25
barbaritalaram;0.241071;0.258929;0.258929;0.241071
diazcuberosa;0.238095;0.279762;0.214286;0.267857
delegado190;0;1;0;0
moteros3;0.333333;0;0.333333;0.333333
MVivianaSM;0.275;0.275;0.194643;0.255357
iximillas;0.247449;0.252551;0.22449;0.27551
veironika;0.262987;0.28355;0.155303;0.29816
AnilSah13841909;0.372807;0;0.313596;0.313596
KarinKarjania;0.265129;0.285218;0.216766;0.232887
AhumadaGab;0;1;0;0
ACIUDADANAX;0.227068;0.287594;0.224436;0.260902
POCPtoMontt;0;1;0;0
Eduardo59142;0.264286;0.285714;0.207143;0.242857
patricasval;0.198004;0.292542;0.235819;0.273634
foco_mkt;0.232887;0.285218;0.216766;0.265129
FGustavoFUbiera;0.5;0;0;0.5
randersb;0;1;0;0
nekorokocomics;0.25;0.232143;0.267857;0.25
Eliana13233107;0;1;0;0
carlitamelany;0.26148;0.284439;0.215561;0.23852
maca32542502;0.241176;0.283613;0.229412;0.245798
mormazabaal;0;1;0;0
gutierrisbr;0.246506;0.283967;0.171584;0.297943
MarilenCabrera;0.268304;0.288393;0.202232;0.241071
maspaisaqlarepa;0.219888;0.289566;0.238796;0.251751
catherineconC;0.4;0;0.3;0.3
fernandininini;0.217533;0.269481;0.217533;0.295455
ZoylaBrava;0.241071;0.252976;0.238095;0.267857
RobertoDeF_;0.221429;0.275;0.201786;0.301786
Richard54503926;0;0.6;0.4;0
mastu2010;0;1;0;0
ferchile66;0;0;1;0
victorfierrola1;0.262987;0.245671;0.245671;0.245671
LegaLitFra;0.290179;0.238839;0.200893;0.270089
GerardoCabail;0.227679;0.283036;0.244643;0.244643
Santiagonoesch1;0.279975;0.26148;0.197066;0.26148
mandrakems;0.237578;0.293478;0.227484;0.24146
FlowersColi;0.55;0;0;0.45
PabloPerezbravo;0;1;0;0
pancha1107;0.265079;0.293254;0.204762;0.236905
BenLita2;0.214643;0.291786;0.197857;0.295714
SabriPineda;0.235714;0.285714;0.214286;0.264286
Victor_Zavala_E;0;0;0;1
LucerythoM;0.212798;0.28125;0.252976;0.252976
Konangenn;0.41;0.59;0;0
Goodmusicradio5;0.222222;0.289683;0.244048;0.244048
rioarriba7;0.268089;0.24397;0.219852;0.268089
NghiaVu8;0.273191;0.29731;0.21475;0.21475
ciaiasca;0.192857;0.292857;0.235714;0.278571
urbanopulos;0.209694;0.267347;0.228571;0.294388
florenciapintot;0;0;0.5;0.5
arajofre;0.241071;0.212798;0.252976;0.293155
