followee;follower;id_followee;id_follower;followee_count;followers_count
Cooperativa;Joseher48120408;0;1745;31;1
Cooperativa;PazXimenaSalas1;0;2721;34;1
latercera;PazXimenaSalas1;2;2721;34;1
elmostrador;PazXimenaSalas1;3;2721;34;1
AndreaLopezUio;PazXimenaSalas1;12367;2721;34;1
Cooperativa;YonathanMillar;0;1801;137;2
Cooperativa;herbert_garcia_;0;432;291;13
Cooperativa;BinOsmanIbnOsm1;0;1705;198;5
elmostrador;BinOsmanIbnOsm1;3;1705;198;5
Cooperativa;Rodrigo75084674;0;1366;13;0
elmostrador;Rodrigo75084674;3;1366;13;0
Cooperativa;alexi_vergara;0;505;81;23
latercera;alexi_vergara;2;505;81;23
Cooperativa;Tamarambia1;0;1111;30;0
elmostrador;Tamarambia1;3;1111;30;0
Cooperativa;LauraPe73061537;0;27;6;1
Cooperativa;gripada;0;297;259;2
latercera;gripada;2;297;259;2
elmostrador;gripada;3;297;259;2
Cooperativa;xQNbCjZEZucuaj1;0;1041;156;8
CEVDETKAVLAK;xQNbCjZEZucuaj1;18425;1041;156;8
mick_ardy;xQNbCjZEZucuaj1;16291;1041;156;8
Cooperativa;Eduardo05906996;0;1538;38;1
VanieVanille;Eduardo05906996;25178;1538;38;1
Cooperativa;PazHayet;0;602;3545;2903
Cooperativa;noe40707749;0;2284;78;0
latercera;noe40707749;2;2284;78;0
elmostrador;noe40707749;3;2284;78;0
ant4g0nik0;noe40707749;34926;2284;78;0
LoreYJorge5;noe40707749;20168;2284;78;0
Cooperativa;JoelCid20;0;1955;24;0
elmostrador;JoelCid20;3;1955;24;0
Cooperativa;Javiera57741999;0;2367;112;2
latercera;Javiera57741999;2;2367;112;2
RacsoRamirez2;Javiera57741999;40755;2367;112;2
azuapaula;Javiera57741999;25485;2367;112;2
Cooperativa;Diosesconmigo1;0;2666;114;2
latercera;Diosesconmigo1;2;2666;114;2
RuloOosss;Diosesconmigo1;32987;2666;114;2
gabrielalaopiu;Diosesconmigo1;4262;2666;114;2
Cooperativa;Chato45242685;0;610;23;0
latercera;Chato45242685;2;610;23;0
elmostrador;Chato45242685;3;610;23;0
HumedalMaule;Chato45242685;8985;610;23;0
Cooperativa;BoherManuel;0;2482;20;7
Tochozurdo10;BoherManuel;11801;2482;20;7
Cooperativa;Dystopia_Lia;0;1966;1719;468
Cooperativa;WilliamDH6;0;1249;961;1267
Cooperativa;Prueba20214;0;2124;7;0
Cooperativa;noctis59023165;0;41782;46;497
elmostrador;noctis59023165;3;41782;46;497
Cooperativa;fdhghbcg;0;1507;43;0
latercera;fdhghbcg;2;1507;43;0
elmostrador;fdhghbcg;3;1507;43;0
Cooperativa;monse54530073;0;1849;7;0
Cooperativa;francus23545099;0;1948;33;1
elmostrador;francus23545099;3;1948;33;1
Cooperativa;jasneryandrea;0;2981;9;0
Cooperativa;cristob17664819;0;598;11;0
Cooperativa;Elizabe36233624;0;379;12;0
Cooperativa;SergioN99999330;0;2823;14;0
PoletAlexandra6;SergioN99999330;27227;2823;14;0
Cooperativa;Crisleiva987;0;735;166;18
latercera;Crisleiva987;2;735;166;18
patriciamera;Crisleiva987;31780;735;166;18
Cooperativa;EJRAMIR77394565;0;2250;33;1
elmostrador;EJRAMIR77394565;3;2250;33;1
KoteSiita;EJRAMIR77394565;445;2250;33;1
Migueln0_0;EJRAMIR77394565;19286;2250;33;1
msanhuezacelsi;EJRAMIR77394565;38491;2250;33;1
Cooperativa;AmacheNelly;0;2674;19;2
latercera;AmacheNelly;2;2674;19;2
carlosfebre;AmacheNelly;21188;2674;19;2
Cooperativa;NoticieroAFTV;0;730;128;4
Cooperativa;WhinyWhitch;0;1213;167;16
elmostrador;WhinyWhitch;3;1213;167;16
corellanau;WhinyWhitch;17956;1213;167;16
Cooperativa;EliecerNanculeo;0;1976;93;0
latercera;EliecerNanculeo;2;1976;93;0
Titaaa_300;EliecerNanculeo;2743;1976;93;0
Cooperativa;ValdaFranz;0;2423;6;1
Cooperativa;miguelm56154649;0;304;117;0
latercera;miguelm56154649;2;304;117;0
elmostrador;miguelm56154649;3;304;117;0
Cooperativa;62alejandrogon1;0;190;72;9
Cooperativa;carlasalazarn0;0;723;1014;24
Javierm68827588;carlasalazarn0;7537;723;1014;24
Junorecords;carlasalazarn0;41221;723;1014;24
Cooperativa;hvv89840696;0;852;15;0
EnCamino13;hvv89840696;10089;852;15;0
JLeonardo1710;hvv89840696;11552;852;15;0
DavidG79;hvv89840696;6322;852;15;0
Cooperativa;NicolsB70836164;0;127;27;0
latercera;NicolsB70836164;2;127;27;0
Terremotoh;NicolsB70836164;13327;127;27;0
RedReisy;NicolsB70836164;14021;127;27;0
heterenganado;NicolsB70836164;8714;127;27;0
Cooperativa;theSaimon10;0;796;62;1
ocb_bertin;theSaimon10;6140;796;62;1
BibliotecasUCT;theSaimon10;27028;796;62;1
Cooperativa;mabeldi10444135;0;252;13;0
kend_soul;mabeldi10444135;17516;252;13;0
Cooperativa;Benedic_cavi;0;2461;25;0
elmostrador;Benedic_cavi;3;2461;25;0
AriasIsla;Benedic_cavi;17775;2461;25;0
LionecElOtta;Benedic_cavi;3904;2461;25;0
Cooperativa;InsurgenteEc;0;1319;494;63
latercera;InsurgenteEc;2;1319;494;63
elmostrador;InsurgenteEc;3;1319;494;63
Pochitols;InsurgenteEc;20935;1319;494;63
Cooperativa;Raimund00876653;0;2638;13;0
Gabri2013;Raimund00876653;40068;2638;13;0
ElTiempoValpoCL;Raimund00876653;29631;2638;13;0
Cooperativa;LuzRamo38632142;0;2913;41;0
cuniculturasic;LuzRamo38632142;32280;2913;41;0
Cooperativa;Francis55506662;0;1151;22;0
latercera;Francis55506662;2;1151;22;0
Cooperativa;mnesitheos;0;387;50;3
latercera;mnesitheos;2;387;50;3
elmostrador;mnesitheos;3;387;50;3
claudiomendez;mnesitheos;3831;387;50;3
Cooperativa;Martinox22331;0;490;22;1
EnriqueJaimeZa1;Martinox22331;11759;490;22;1
Cooperativa;Villegasvargas1;0;550;35;0
ChanaJavier;Villegasvargas1;32257;550;35;0
Cooperativa;Cervezervs;0;1027;2958;557
__blackbird__rr;Cervezervs;40439;1027;2958;557
Cooperativa;pirenkumey;0;996;278;9
elmostrador;pirenkumey;3;996;278;9
Cooperativa;Felipe90799552;0;1439;18;0
latercera;Felipe90799552;2;1439;18;0
elmostrador;Felipe90799552;3;1439;18;0
Cooperativa;carlosm84784631;0;128;99;4
PlazaItaliaStgo;carlosm84784631;29240;128;99;4
Cooperativa;SarmientoUP;0;497;42;0
elmostrador;SarmientoUP;3;497;42;0
productora_kyg;SarmientoUP;26330;497;42;0
Cooperativa;DiegoYGlott;0;629;1598;1199
alanisrg2;DiegoYGlott;32093;629;1598;1199
Cooperativa;CampesinoInfor1;0;905;183;0
elmostrador;CampesinoInfor1;3;905;183;0
Cooperativa;Natacha16968942;0;566;78;3
latercera;Natacha16968942;2;566;78;3
elmostrador;Natacha16968942;3;566;78;3
Cooperativa;yere_simon;0;986;11;0
VhmarquezA;yere_simon;40650;986;11;0
Cooperativa;Carmenghs;0;2147;11;1
Cooperativa;feeliipeql;0;1197;17;0
latercera;feeliipeql;2;1197;17;0
elmostrador;feeliipeql;3;1197;17;0
Jimespana87;feeliipeql;37456;1197;17;0
desafio2030;feeliipeql;10014;1197;17;0
Cooperativa;gwx35352141;0;1210;1;0
Cooperativa;Cristia31667910;0;680;7;0
Cooperativa;Catadiseno71;0;1257;10;1
elsoldeiquique;Catadiseno71;5629;1257;10;1
Cooperativa;Fabinmo42101925;0;771;7;0
Cooperativa;Juan6812;0;1191;41;0
elmostrador;Juan6812;3;1191;41;0
Cooperativa;LeslieCatalina7;0;1428;157;2
latercera;LeslieCatalina7;2;1428;157;2
elmostrador;LeslieCatalina7;3;1428;157;2
yyutroni;LeslieCatalina7;16110;1428;157;2
zan_tray;LeslieCatalina7;11952;1428;157;2
geperez1968;LeslieCatalina7;7950;1428;157;2
Cooperativa;Ysabel26364757;0;2328;74;1
latercera;Ysabel26364757;2;2328;74;1
elmostrador;Ysabel26364757;3;2328;74;1
YasnaFritz;Ysabel26364757;37973;2328;74;1
Cooperativa;sebasti01122672;0;1304;122;10
EmilioPampero;sebasti01122672;22959;1304;122;10
Cooperativa;Maurici73060802;0;1398;59;0
latercera;Maurici73060802;2;1398;59;0
elmostrador;Maurici73060802;3;1398;59;0
Krs2ball;Maurici73060802;31397;1398;59;0
Cooperativa;CMCarabineros;0;1271;137;15
elmostrador;CMCarabineros;3;1271;137;15
edumiragu;CMCarabineros;1696;1271;137;15
albertoamigasad;CMCarabineros;41566;1271;137;15
Cooperativa;Yasmin34535309;0;894;4;0
Cooperativa;Brandon32834606;0;1987;9;0
Cooperativa;SebaDelpe;0;2168;39;1
3eroBorges;SebaDelpe;18649;2168;39;1
FIMA_Chile;SebaDelpe;21257;2168;39;1
Cooperativa;JosefaPoblete5;0;895;23;0
Cooperativa;CamilaA87717472;0;2037;29;0
latercera;CamilaA87717472;2;2037;29;0
jaduecamilo11;CamilaA87717472;39794;2037;29;0
Cooperativa;Claudit40268952;0;2264;15;0
Cooperativa;FelipeandrezTo1;0;2171;22;0
Cooperativa;JorgeBa77094865;0;651;16;0
elfuenteovejuno;JorgeBa77094865;29781;651;16;0
Cooperativa;salfita5;0;2975;24;0
elmostrador;salfita5;3;2975;24;0
Cooperativa;Claudia60071778;0;2334;48;2
Cooperativa;PiaNacha13;0;835;23;1
Cooperativa;dennbver;0;1094;9;0
latercera;dennbver;2;1094;9;0
Cooperativa;Escarletcastro3;0;2811;90;15
Cooperativa;Franco86979095;0;2281;58;0
LFNVFER;Franco86979095;16987;2281;58;0
Cooperativa;BryanMa01862949;0;2651;37;0
peloche_thomas;BryanMa01862949;5156;2651;37;0
ARTNikoloz;BryanMa01862949;19336;2651;37;0
Cooperativa;LexInstituto;0;1692;2;0
Cooperativa;Cristia40105729;0;1855;40;2
JuanYae63258777;Cristia40105729;38339;1855;40;2
Cooperativa;TimidamenteTim1;0;2955;42;1
elmostrador;TimidamenteTim1;3;2955;42;1
Cooperativa;Rodrigo84890123;0;2742;16;1
Cooperativa;Joselo11192574;0;1852;12;1
elmostrador;Joselo11192574;3;1852;12;1
Quiroz890423;Joselo11192574;21455;1852;12;1
Cooperativa;eduardo22273413;0;1118;15;1
elmostrador;eduardo22273413;3;1118;15;1
prismaconsultor;eduardo22273413;23536;1118;15;1
Cooperativa;Fernand37868264;0;2715;13;0
latercera;Fernand37868264;2;2715;13;0
elmostrador;Fernand37868264;3;2715;13;0
paulo_cct;Fernand37868264;16199;2715;13;0
clacolombog;Fernand37868264;5323;2715;13;0
AmaliaGonzalezE;Fernand37868264;32379;2715;13;0
Cooperativa;almendrabellota;0;2996;96;19
Cooperativa;Alejand34876145;0;1632;4;0
Cooperativa;Carolin50949136;0;1702;14;2
elmostrador;Carolin50949136;3;1702;14;2
Cooperativa;Genaro03743379;0;1676;46;0
latercera;Genaro03743379;2;1676;46;0
elmostrador;Genaro03743379;3;1676;46;0
RosyQuezadaM1;Genaro03743379;1770;1676;46;0
Eli_vvv;Genaro03743379;13820;1676;46;0
Cooperativa;Juancar95567051;0;1929;370;4
latercera;Juancar95567051;2;1929;370;4
elmostrador;Juancar95567051;3;1929;370;4
lababychika1;Juancar95567051;23966;1929;370;4
Cooperativa;PiaConejera;0;2094;47;1
Cooperativa;IvetteR05906540;0;1101;28;1
ange_ormeno;IvetteR05906540;36657;1101;28;1
aadedeji913;IvetteR05906540;24936;1101;28;1
Cooperativa;RafaelRalil;0;1090;46;2
Cooperativa;Nicoaguiq;0;1995;193;36
elmostrador;Nicoaguiq;3;1995;193;36
marcelom1967;Nicoaguiq;34311;1995;193;36
Cooperativa;djgersonRodrig1;0;1776;27;2
Cooperativa;danisaHernndez1;0;855;20;2
Cooperativa;JulitoM29100036;0;1764;23;1
elmostrador;JulitoM29100036;3;1764;23;1
Cooperativa;MiguelM66700153;0;824;42;0
latercera;MiguelM66700153;2;824;42;0
GBIF;MiguelM66700153;26424;824;42;0
Cooperativa;Javiera58508208;0;809;76;0
liiszh;Javiera58508208;30801;809;76;0
Cooperativa;Diego70666430;0;2060;38;0
CLP2BTC;Diego70666430;4705;2060;38;0
Cooperativa;Luiscolomerago1;0;575;107;1
latercera;Luiscolomerago1;2;575;107;1
elmostrador;Luiscolomerago1;3;575;107;1
el_swamo;Luiscolomerago1;15424;575;107;1
rsumen;Luiscolomerago1;35419;575;107;1
Cooperativa;VRizard;0;773;62;10
elmostrador;VRizard;3;773;62;10
PaolaMeloCea;VRizard;14778;773;62;10
Cooperativa;AndrsS92555484;0;473;3;0
poeticanaju;AndrsS92555484;27127;473;3;0
Cooperativa;Nicolas52485643;0;731;69;1
elmostrador;Nicolas52485643;3;731;69;1
txavileon1984;Nicolas52485643;40062;731;69;1
Cooperativa;martin26959731;0;430;47;0
latercera;martin26959731;2;430;47;0
elmostrador;martin26959731;3;430;47;0
gerarlei;martin26959731;19960;430;47;0
Cooperativa;BxnjaZpk;0;2311;8;0
Erick_ACAB_96;BxnjaZpk;30646;2311;8;0
GloriaGaete;BxnjaZpk;28676;2311;8;0
Cooperativa;PrajjwalSisodia;0;2271;176;36
Sviaaorg;PrajjwalSisodia;24954;2271;176;36
Cooperativa;JonathanHdz21;0;1214;27;2
Estebanhund;JonathanHdz21;36680;1214;27;2
Cooperativa;JasonTreufo;0;633;92;1
latercera;JasonTreufo;2;633;92;1
medicencaarly;JasonTreufo;26883;633;92;1
Cooperativa;AlexMuermo;0;2298;16;0
elmostrador;AlexMuermo;3;2298;16;0
Cooperativa;NehemiasMatama2;0;1447;18;1
Fernan2Andres;NehemiasMatama2;8090;1447;18;1
ignacia_valeria;NehemiasMatama2;7866;1447;18;1
Cooperativa;LorensTorres6;0;2039;56;1
ComunidadNadie;LorensTorres6;30180;2039;56;1
Cooperativa;INCITAT57499920;0;1109;17;0
Cooperativa;PilarvilaPrez2;0;2133;21;1
elmostrador;PilarvilaPrez2;3;2133;21;1
mauriciopinom;PilarvilaPrez2;15224;2133;21;1
morilloindira20;PilarvilaPrez2;37210;2133;21;1
Cooperativa;molt_maca;0;2929;143;40
Parrillero2013;molt_maca;18468;2929;143;40
Cooperativa;NiyirethCortes2;0;2527;22;1
Cooperativa;Carol53856596;0;2195;197;169
elmostrador;Carol53856596;3;2195;197;169
PaulaRosso7;Carol53856596;1854;2195;197;169
Cooperativa;LuisYan25010285;0;2749;13;1
Cooperativa;Chio47326565;0;671;9;0
walo444444;Chio47326565;5676;671;9;0
Cooperativa;CarlosVelascoP5;0;2382;6;0
InsalesEs;CarlosVelascoP5;13698;2382;6;0
MarciaPRO76;CarlosVelascoP5;19201;2382;6;0
Cooperativa;Jonatha74686628;0;1791;21;1
elmostrador;Jonatha74686628;3;1791;21;1
Cooperativa;Jesus29909070;0;1412;23;0
latercera;Jesus29909070;2;1412;23;0
Cooperativa;FrancoM40217514;0;115;57;0
latercera;FrancoM40217514;2;115;57;0
elmostrador;FrancoM40217514;3;115;57;0
Murielvaldeneg1;FrancoM40217514;29572;115;57;0
Cooperativa;pezo_gladys;0;1592;40;12
titinchago;pezo_gladys;26187;1592;40;12
Cooperativa;atlasnightmare;0;2898;24;0
Cooperativa;Mark03879164;0;2247;19;0
elgonzachef;Mark03879164;31165;2247;19;0
Cooperativa;sanhuuueza;0;564;12;0
lisettemunozoj1;sanhuuueza;17404;564;12;0
Cooperativa;Jonatha37893001;0;843;7;1
Cooperativa;magaly34898026;0;2416;92;0
latercera;magaly34898026;2;2416;92;0
elmostrador;magaly34898026;3;2416;92;0
esterencasa;magaly34898026;12785;2416;92;0
Cooperativa;KevinAr10418521;0;105;2;0
Cooperativa;criseduard98;0;1343;10;5
FundacionDBosco;criseduard98;6788;1343;10;5
Cooperativa;Gino36237600;0;2766;108;3
latercera;Gino36237600;2;2766;108;3
elmostrador;Gino36237600;3;2766;108;3
Cooperativa;NelsonAravena15;0;509;67;6
ChileCoach1;NelsonAravena15;37440;509;67;6
Cooperativa;AnedLuis;0;1587;15;0
Cooperativa;MarianaAlcaino;0;2052;67;8
latercera;MarianaAlcaino;2;2052;67;8
Cooperativa;jenifer76566348;0;998;41;0
latercera;jenifer76566348;2;998;41;0
Cooperativa;Fernand60401370;0;2097;36;0
latercera;Fernand60401370;2;2097;36;0
elmostrador;Fernand60401370;3;2097;36;0
Cooperativa;isidora25555030;0;2325;34;0
Cooperativa;marco66herrera;0;337;27;4
ProfeRomulo;marco66herrera;39325;337;27;4
Cooperativa;Alamiro00730037;0;2746;13;0
rodolfofinanza;Alamiro00730037;24191;2746;13;0
Cooperativa;Macaren31303815;0;361;60;0
latercera;Macaren31303815;2;361;60;0
elmostrador;Macaren31303815;3;361;60;0
elerrina22;Macaren31303815;38677;361;60;0
Lecimat_Lab;Macaren31303815;29021;361;60;0
Cooperativa;Alejand47659785;0;1760;34;0
elmostrador;Alejand47659785;3;1760;34;0
primarias2020;Alejand47659785;35023;1760;34;0
Cooperativa;HalfLion1;0;294;102;4
Cooperativa;elicarely;0;1739;20;0
TesoroMoctezuma;elicarely;9128;1739;20;0
Cooperativa;El_J1mmy;0;2533;56;0
Cooperativa;JoseIgn75844435;0;2690;56;1
latercera;JoseIgn75844435;2;2690;56;1
elmostrador;JoseIgn75844435;3;2690;56;1
lauralbornoz;JoseIgn75844435;22961;2690;56;1
Cooperativa;MiOtroY66433223;0;2406;106;3
latercera;MiOtroY66433223;2;2406;106;3
elmostrador;MiOtroY66433223;3;2406;106;3
Cooperativa;carlos1305mayo;0;706;1444;343
PanchoTapia13;carlos1305mayo;79;706;1444;343
MAJOSEPUGA;carlos1305mayo;1088;706;1444;343
patisinger;carlos1305mayo;1536;706;1444;343
lagauchapuq;carlos1305mayo;31387;706;1444;343
Cooperativa;Pimpine15268838;0;2418;53;0
latercera;Pimpine15268838;2;2418;53;0
asencio_javi;Pimpine15268838;33670;2418;53;0
Cooperativa;Nicolss27694852;0;298;22;0
Cooperativa;Rixard03638956;0;1537;36;0
Cooperativa;JesusCo21814605;0;444;15;1
Hodorwinterfel;JesusCo21814605;21263;444;15;1
Cooperativa;ANDRES79502223;0;46;30;3
dalacost;ANDRES79502223;14383;46;30;3
Cooperativa;Helsinsky5;0;1006;97;0
latercera;Helsinsky5;2;1006;97;0
elmostrador;Helsinsky5;3;1006;97;0
mangaslvt;Helsinsky5;21253;1006;97;0
Cooperativa;Genesis22615311;0;1149;17;0
veronic66342087;Genesis22615311;4361;1149;17;0
Cooperativa;Pimpine03182078;0;2523;37;0
latercera;Pimpine03182078;2;2523;37;0
elmostrador;Pimpine03182078;3;2523;37;0
EnrqueYez1;Pimpine03182078;32858;2523;37;0
Cooperativa;ErickNa54213838;0;1096;22;0
Cooperativa;gajardo_erik;0;1392;34;0
Dulce_Condena73;gajardo_erik;11353;1392;34;0
Cooperativa;franbios;0;2568;8;0
Cooperativa;VL84056849;0;2936;28;0
elmostrador;VL84056849;3;2936;28;0
Cooperativa;Gabby88970324;0;2411;74;0
latercera;Gabby88970324;2;2411;74;0
elmostrador;Gabby88970324;3;2411;74;0
Cooperativa;ciudadanoidiota;0;2427;588;115
cgpinilla;ciudadanoidiota;34193;2427;588;115
Cooperativa;MaiteFuenzalid4;0;148;37;8
latercera;MaiteFuenzalid4;2;148;37;8
sachalorcalove;MaiteFuenzalid4;32950;148;37;8
Cooperativa;Benjami93794459;0;340;8;0
VeroPazCA;Benjami93794459;23340;340;8;0
Cooperativa;pesao_soy;0;1022;28;0
latercera;pesao_soy;2;1022;28;0
elmostrador;pesao_soy;3;1022;28;0
Jooocaro;pesao_soy;36757;1022;28;0
Cooperativa;jaensimex;0;802;25;0
Cooperativa;Carlosa44354603;0;758;97;3
elmostrador;Carlosa44354603;3;758;97;3
Suma_Qamana;Carlosa44354603;30459;758;97;3
Cooperativa;PincheiraValdes;0;2412;43;0
Cooperativa;Wiloski5;0;906;28;0
MiPortafoliocl;Wiloski5;39652;906;28;0
Cooperativa;GuillermoRenCo2;0;287;30;1
Cooperativa;Mari84308050;0;97;7;0
cristopher_kli;Mari84308050;28217;97;7;0
SiyaRaps;Mari84308050;29396;97;7;0
Sara01696542;Mari84308050;5158;97;7;0
Cooperativa;Jasonbourne131;0;2033;24;1
elmostrador;Jasonbourne131;3;2033;24;1
jeremievdp;Jasonbourne131;11351;2033;24;1
Cooperativa;Giova86071890;0;793;20;0
latercera;Giova86071890;2;793;20;0
SergioCabelloL;Giova86071890;36687;793;20;0
Cooperativa;juancordovad;0;2999;7;1
Cooperativa;EganaJohany;0;2442;46;1
Cooperativa;JorgeSa17582982;0;2308;0;1
latercera;JorgeSa17582982;2;2308;0;1
elmostrador;JorgeSa17582982;3;2308;0;1
NCorraleras;JorgeSa17582982;32772;2308;0;1
VicenteAlmerich;JorgeSa17582982;10172;2308;0;1
Cooperativa;xenia1968;0;698;29;0
latercera;xenia1968;2;698;29;0
Cooperativa;TakeoCesar;0;1830;49;4
HugoOrt81843005;TakeoCesar;5910;1830;49;4
Cooperativa;mallea_clau;0;347;101;3
fiudec;mallea_clau;17777;347;101;3
Cooperativa;Delyta10;0;614;89;3
latercera;Delyta10;2;614;89;3
elmostrador;Delyta10;3;614;89;3
Cooperativa;pablosk79233931;0;2288;16;0
Cooperativa;camilaf13425659;0;1603;32;0
Cooperativa;CiroG16;0;119;26;0
Cooperativa;1313_yayo;0;1763;22;0
elmostrador;1313_yayo;3;1763;22;0
Patrici04887481;1313_yayo;560;1763;22;0
NicolsMujica10;1313_yayo;2819;1763;22;0
Cooperativa;Mdjahed79124460;0;87;106;5
kasantander;Mdjahed79124460;11615;87;106;5
Cooperativa;TaigaRecuperem1;0;216;8;0
latercera;TaigaRecuperem1;2;216;8;0
Naibaf57432647;TaigaRecuperem1;29441;216;8;0
Cooperativa;InostrozaNapo;0;3004;52;6
VichoJelves;InostrozaNapo;24960;3004;52;6
Cooperativa;PaulaHuenchuleo;0;1182;1146;941
Bintaheer001;PaulaHuenchuleo;21030;1182;1146;941
FelipeSmides;PaulaHuenchuleo;22440;1182;1146;941
Cooperativa;LeydyMora4;0;732;254;10
Cooperativa;Antonio10269661;0;472;26;0
elmostrador;Antonio10269661;3;472;26;0
Cooperativa;yasnaGmez5;0;2398;15;1
Balranger;yasnaGmez5;35188;2398;15;1
CaamyFlores;yasnaGmez5;17455;2398;15;1
Cooperativa;ercvp;0;2556;42;7
Cooperativa;Barbara43608158;0;2259;19;1
Cooperativa;HernanFelipeCa3;0;1403;7;0
Cooperativa;JorgeIg35374759;0;4;36;0
elmostrador;JorgeIg35374759;3;4;36;0
jlvaldivieso96;JorgeIg35374759;38552;4;36;0
Paulville76;JorgeIg35374759;22850;4;36;0
AleWeisse;JorgeIg35374759;29342;4;36;0
Cooperativa;emerson31579950;0;721;16;0
elmostrador;emerson31579950;3;721;16;0
Cooperativa;Divulgaciencia4;0;1892;25;0
elmostrador;Divulgaciencia4;3;1892;25;0
Chilenito821;Divulgaciencia4;18461;1892;25;0
Cooperativa;Beto55482707;0;2872;27;1
latercera;Beto55482707;2;2872;27;1
elmostrador;Beto55482707;3;2872;27;1
Cooperativa;JerryDo86748139;0;1246;423;40
MiguelMoralesA5;JerryDo86748139;12914;1246;423;40
hertada86;JerryDo86748139;36458;1246;423;40
Cooperativa;rafa_2141;0;1604;2535;320
Cooperativa;Jordan63536476;0;2488;17;0
Cooperativa;Alberto52954800;0;544;8;0
elmostrador;Alberto52954800;3;544;8;0
Martin30986440;Alberto52954800;29750;544;8;0
Cooperativa;ivanalvarez_uwu;0;2381;58;0
latercera;ivanalvarez_uwu;2;2381;58;0
elmostrador;ivanalvarez_uwu;3;2381;58;0
LeonardoSiere;ivanalvarez_uwu;24693;2381;58;0
Cooperativa;Matias27206959;0;760;15;0
Cooperativa;Claudio00614165;0;1209;21;0
elmostrador;Claudio00614165;3;1209;21;0
KateRosssu;Claudio00614165;7061;1209;21;0
Cooperativa;JulioQuispe3007;0;1000;133;25
Cooperativa;Johana78897673;0;524;9;0
samarinc;Johana78897673;21242;524;9;0
Cooperativa;marcelo50171824;0;2015;33;2
elmostrador;marcelo50171824;3;2015;33;2
Cooperativa;KarinGaticaC08;0;1646;37;0
Cooperativa;aspeei;0;1034;18;1
felipehoffa;aspeei;10439;1034;18;1
iArrobador;aspeei;19237;1034;18;1
Cooperativa;JaimeFi57576687;0;15;37;1
MariaParraguezD;JaimeFi57576687;9934;15;37;1
Cooperativa;Matias88643370;0;468;88;1
elmostrador;Matias88643370;3;468;88;1
Cooperativa;Enrique09550368;0;2624;53;0
latercera;Enrique09550368;2;2624;53;0
elmostrador;Enrique09550368;3;2624;53;0
fccientifica;Enrique09550368;27783;2624;53;0
Cooperativa;Mangusmorrin;0;440;45;11
Cooperativa;JoseRubenIturr1;0;2781;134;2
latercera;JoseRubenIturr1;2;2781;134;2
elmostrador;JoseRubenIturr1;3;2781;134;2
calmao_9;JoseRubenIturr1;20487;2781;134;2
Casafuz1;JoseRubenIturr1;10023;2781;134;2
Chavezdaniell12;JoseRubenIturr1;7922;2781;134;2
Cooperativa;Stephan23996559;0;1690;21;0
latercera;Stephan23996559;2;1690;21;0
GutiiAlvaro;Stephan23996559;37302;1690;21;0
slothilda_;Stephan23996559;6079;1690;21;0
Cooperativa;YarelaAysen;0;1589;308;6853
elmostrador;YarelaAysen;3;1589;308;6853
OTDChile;YarelaAysen;816;1589;308;6853
Cooperativa;JeyVaras;0;2798;22;0
Cooperativa;cinemagol;0;1957;321;8
latercera;cinemagol;2;1957;321;8
elmostrador;cinemagol;3;1957;321;8
Cooperativa;paulinavall;0;1173;89;2
AlexPaulAltami1;paulinavall;9563;1173;89;2
pauloprensa;paulinavall;19979;1173;89;2
Cooperativa;Isaac78166706;0;2806;10;0
Cooperativa;MiguelA79565936;0;2574;10;0
Cooperativa;NataliaGatica18;0;692;8;0
Cooperativa;algarra_diego;0;2390;238;16
kunamaskta;algarra_diego;35939;2390;238;16
cata_onate;algarra_diego;9477;2390;238;16
Cooperativa;cceas_;0;1236;48;0
latercera;cceas_;2;1236;48;0
Ale53834885;cceas_;2266;1236;48;0
jquezadaq;cceas_;7386;1236;48;0
Cooperativa;JuliaCarmenPon2;0;755;17;0
rafaelamissagia;JuliaCarmenPon2;20508;755;17;0
Cooperativa;SMonje27;0;700;216;4
soyvaldiviacl;SMonje27;1;700;216;4
latercera;SMonje27;2;700;216;4
elmostrador;SMonje27;3;700;216;4
covidlosrios;SMonje27;1619;700;216;4
CamaraServ;SMonje27;1873;700;216;4
rapopular;SMonje27;2242;700;216;4
valdivia_city;SMonje27;2989;700;216;4
ErikaHennings;SMonje27;37304;700;216;4
Cooperativa;CorvMauro;0;377;60;25
JorgeMirandaPi5;CorvMauro;37704;377;60;25
pauly_ep;CorvMauro;38870;377;60;25
MaryJef86810359;CorvMauro;18801;377;60;25
Cooperativa;TioVic0r;0;959;71;0
latercera;TioVic0r;2;959;71;0
Cooperativa;mefistoramsed;0;2228;19;1
paola_basualto;mefistoramsed;1380;2228;19;1
Cooperativa;2021Valencia;0;2632;90;4
latercera;2021Valencia;2;2632;90;4
elmostrador;2021Valencia;3;2632;90;4
Cooperativa;KarlSteiner25;0;870;93;0
